"","CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE","address","LAT","LON"
"403",31418509,"2/2/2016 1:18:28 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6633 MELROSE DR, Sacramento, CA",95660,"6633 MELROSE DR, Sacramento, CA, 95660",38.687283,-121.370939
"404",31418512,"2/2/2016 1:19:50 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","2134 BUTANO DR, Sacramento, CA",95825,"2134 BUTANO DR, Sacramento, CA, 95825",38.605377,-121.386978
"405",31418521,"2/2/2016 1:23:20 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6552 GRAYLOCK LN, Sacramento, CA",95660,"6552 GRAYLOCK LN, Sacramento, CA, 95660",38.686189,-121.369729
"406",31418586,"2/2/2016 1:56:23 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","5146 JACKSON ST, Sacramento, CA",95660,"5146 JACKSON ST, Sacramento, CA, 95660",38.66008,-121.373719
"407",31418603,"2/2/2016 2:08:50 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","7411 FAIR OAKS BLVD, Sacramento, CA",95608,"7411 FAIR OAKS BLVD, Sacramento, CA, 95608",38.635449,-121.328089
"408",31418719,"2/2/2016 3:20:56 PM","","Open","Open311","Remote Device","Street lighting","Street lighting - 107039","8325 DRESSAGE WAY, Sacramento, CA",95829,"8325 DRESSAGE WAY, Sacramento, CA, 95829",38.455336,-121.310763
"409",31418764,"2/2/2016 3:54:55 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","8343 TRIAD CIR, Sacramento, CA",95828,"8343 TRIAD CIR, Sacramento, CA, 95828",38.45978,-121.397404
"410",31418794,"2/2/2016 4:09:48 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","5024 WALNUT AVE, Sacramento, CA",95841,"5024 WALNUT AVE, Sacramento, CA, 95841",38.657349,-121.345921
"411",31418798,"2/2/2016 4:12:33 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","5708 39TH ST, Sacramento, CA",95824,"5708 39TH ST, Sacramento, CA, 95824",38.523522,-121.462798
"412",31418822,"2/2/2016 4:35:26 PM","","Open","311 Service Request","Transportation","Other","Transportation - Other","7348 34TH ST, Sacramento, CA",95660,"7348 34TH ST, Sacramento, CA, 95660",38.700787,-121.387371
"413",31418843,"2/2/2016 4:50:55 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","11701 HOLLENBECK WAY, Sacramento, CA",95670,"11701 HOLLENBECK WAY, Sacramento, CA, 95670",38.624775,-121.240625
"414",31418886,"2/2/2016 5:43:17 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","4713 CRIMSON CT, Sacramento, CA",95842,"4713 CRIMSON CT, Sacramento, CA, 95842",38.696075,-121.355191
"415",31418893,"2/2/2016 5:51:20 PM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 107078","6400 EVEREST WAY, Sacramento, CA",95842,"6400 EVEREST WAY, Sacramento, CA, 95842",38.68183,-121.344243
"416",31418897,"2/2/2016 5:56:18 PM","","Open","311 Service Request","Transportation","Encroachment Violation","Encroachment Violation","2440 PARK ESTATES DR, Sacramento, CA",95825,"2440 PARK ESTATES DR, Sacramento, CA, 95825",38.609089,-121.393558
"417",31419086,"2/3/2016 9:25:04 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4450 MINNESOTA AVE, Sacramento, CA",95628,"4450 MINNESOTA AVE, Sacramento, CA, 95628",38.643437,-121.268207
"418",31419155,"2/3/2016 10:11:38 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9272 CHERRY AVE, Sacramento, CA",95662,"9272 CHERRY AVE, Sacramento, CA, 95662",38.710752,-121.209207
"419",31419157,"2/3/2016 10:12:13 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9272 CHERRY AVE, Sacramento, CA",95662,"9272 CHERRY AVE, Sacramento, CA, 95662",38.710752,-121.209207
"420",31419162,"2/3/2016 10:15:08 AM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","4513 SIERRA VIEW WAY, Sacramento, CA",95628,"4513 SIERRA VIEW WAY, Sacramento, CA, 95628",38.643437,-121.268207
"421",31419164,"2/3/2016 10:16:11 AM","","Open","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","4600 B PKWY, Sacramento, CA",95823,"4600 B PKWY, Sacramento, CA, 95823",38.492342,-121.452233
"422",31419177,"2/3/2016 10:22:17 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","7849 SUNRISE GREENS DR, Sacramento, CA",95828,"7849 SUNRISE GREENS DR, Sacramento, CA, 95828",38.472698,-121.397245
"423",31419265,"2/3/2016 11:16:01 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","3601 THORNHILL DR, Sacramento, CA",95826,"3601 THORNHILL DR, Sacramento, CA, 95826",38.547217,-121.36325
"424",31419280,"2/3/2016 11:27:14 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7404 PARDIS LN, Sacramento, CA",95828,"7404 PARDIS LN, Sacramento, CA, 95828",38.48856,-121.382345
"425",31419531,"2/3/2016 2:17:33 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7551 SUNSET AVE, Sacramento, CA",95628,"7551 SUNSET AVE, Sacramento, CA, 95628",38.652767,-121.287406
"426",31419670,"2/3/2016 3:52:35 PM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","4939 MARCONI AVE,Unit 17, Sacramento, CA",95608,"4939 MARCONI AVE,Unit 17, Sacramento, CA, 95608",38.617477,-121.349525
"427",31419698,"2/3/2016 4:11:23 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8046 LOMAND CT, Sacramento, CA",95828,"8046 LOMAND CT, Sacramento, CA, 95828",38.465471,-121.377145
"429",31419792,"2/3/2016 5:44:55 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","7240 JERRY WAY, Sacramento, CA",95828,"7240 JERRY WAY, Sacramento, CA, 95828",38.493741,-121.40279
"430",31419798,"2/3/2016 5:53:40 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7701 BLACKHAWK DR, Sacramento, CA",95828,"7701 BLACKHAWK DR, Sacramento, CA, 95828",38.492801,-121.412798
"432",31419969,"2/4/2016 9:15:34 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","5744 39TH ST, Sacramento, CA",95824,"5744 39TH ST, Sacramento, CA, 95824",38.522654,-121.462803
"433",31420179,"2/4/2016 12:06:35 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","4735 MARCONI AVE,Unit 22, Sacramento, CA",95608,"4735 MARCONI AVE,Unit 22, Sacramento, CA, 95608",38.617532,-121.354389
"434",31420180,"2/4/2016 12:07:43 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","7135 SUNSET AVE, Sacramento, CA",95628,"7135 SUNSET AVE, Sacramento, CA, 95628",38.651869,-121.29947
"435",31420199,"2/4/2016 12:21:18 PM","","Open","Open311","Remote Device","Other","Other - 107355","5120 MANZANITA AVE, Sacramento, CA",95608,"5120 MANZANITA AVE, Sacramento, CA, 95608",38.659385,-121.32737
"436",31420285,"2/4/2016 1:28:42 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","4820 MADISON AVE, Sacramento, CA",95841,"4820 MADISON AVE, Sacramento, CA, 95841",38.660984,-121.352693
"437",31420371,"2/4/2016 2:33:58 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","7225 10TH ST, Sacramento, CA",95673,"7225 10TH ST, Sacramento, CA, 95673",38.698733,-121.443056
"439",31420388,"2/4/2016 2:43:34 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","1845 ASCOT AVE, Sacramento, CA",95673,"1845 ASCOT AVE, Sacramento, CA, 95673",38.66912,-121.424054
"440",31420442,"2/4/2016 3:22:15 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","9655 SNOWBERRY WAY, Sacramento, CA",95662,"9655 SNOWBERRY WAY, Sacramento, CA, 95662",38.67162,-121.192814
"441",31420448,"2/4/2016 3:25:11 PM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","1712 I ST, Sacramento, CA",95673,"1712 I ST, Sacramento, CA, 95673",38.683579,-121.426234
"442",31420457,"2/4/2016 3:32:37 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8900 WOODMAN WAY, Sacramento, CA",95826,"8900 WOODMAN WAY, Sacramento, CA, 95826",38.564959,-121.371414
"443",31420485,"2/4/2016 4:01:59 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","11886 POINT ROCK WAY, Sacramento, CA",95670,"11886 POINT ROCK WAY, Sacramento, CA, 95670",38.643454,-121.26344
"444",31420494,"2/4/2016 4:11:16 PM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 107420","8513 ARCADE OAKS CT, Sacramento, CA",95662,"8513 ARCADE OAKS CT, Sacramento, CA, 95662",38.643454,-121.26344
"445",31420554,"2/4/2016 5:10:36 PM","","Open","Open311","Remote Device","Illegal dumping","Illegal dumping - 107440","2223 MARCONI AVE, Sacramento, CA",95821,"2223 MARCONI AVE, Sacramento, CA, 95821",38.618195,-121.415061
"446",31420593,"2/4/2016 7:05:47 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6124 LEOLA WAY, Sacramento, CA",95824,"6124 LEOLA WAY, Sacramento, CA, 95824",38.514731,-121.451977
"447",31420611,"2/5/2016 6:42:22 AM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 107493","3137 WHITNEY AVE, Sacramento, CA",95821,"3137 WHITNEY AVE, Sacramento, CA, 95821",38.628848,-121.390228
"448",31420640,"2/5/2016 8:18:34 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7548 WACHTEL WAY, Sacramento, CA",95662,"7548 WACHTEL WAY, Sacramento, CA, 95662",38.704272,-121.244378
"451",31420764,"2/5/2016 9:55:56 AM","","Open","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","301 CHARLES AVE, Sacramento, CA",95626,"301 CHARLES AVE, Sacramento, CA, 95626",38.708028,-121.469113
"452",31420926,"2/5/2016 11:52:04 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","5337 37TH AVE, Sacramento, CA",95824,"5337 37TH AVE, Sacramento, CA, 95824",38.519458,-121.441616
"453",31420947,"2/5/2016 12:04:42 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7746 HICKORY AVE, Sacramento, CA",95662,"7746 HICKORY AVE, Sacramento, CA, 95662",38.705912,-121.236454
"454",31420948,"2/5/2016 12:04:52 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","9190 SCHMUCKLEY DR, Sacramento, CA",95826,"9190 SCHMUCKLEY DR, Sacramento, CA, 95826",38.543958,-121.358186
"455",31421013,"2/5/2016 12:48:30 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","7008 34TH ST, Sacramento, CA",95660,"7008 34TH ST, Sacramento, CA, 95660",38.694135,-121.387393
"456",31421086,"2/5/2016 1:50:32 PM","","Open","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 107567","2029 GUNN RD, Sacramento, CA",95608,"2029 GUNN RD, Sacramento, CA, 95608",38.601842,-121.34149
"457",31421103,"2/5/2016 1:59:01 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","8100 OAHU DR, Sacramento, CA",95628,"8100 OAHU DR, Sacramento, CA, 95628",38.661038,-121.262131
"458",31421123,"2/5/2016 2:09:25 PM","","Open","311 Service Request","Transportation","Pavement","Pavement","7808 BELLINGRATH DR, Sacramento, CA",95626,"7808 BELLINGRATH DR, Sacramento, CA, 95626",38.709528,-121.413722
"459",31421124,"2/5/2016 2:09:47 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","1300 MISSION AVE, Sacramento, CA",95608,"1300 MISSION AVE, Sacramento, CA, 95608",38.637695,-121.348353
"460",31421139,"2/5/2016 2:19:44 PM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","9161 DUPONT WAY, Sacramento, CA",95826,"9161 DUPONT WAY, Sacramento, CA, 95826",38.553656,-121.358891
"461",31421151,"2/5/2016 2:34:34 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","7002 EAST PKWY,Unit 17, Sacramento, CA",95823,"7002 EAST PKWY,Unit 17, Sacramento, CA, 95823",38.53721,-121.41901
"462",31421187,"2/5/2016 3:00:58 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2429 LESLIE LN, Sacramento, CA",95821,"2429 LESLIE LN, Sacramento, CA, 95821",38.612279,-121.40487
"463",31421248,"2/5/2016 3:56:18 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3638 DRIVER WAY, Sacramento, CA",95843,"3638 DRIVER WAY, Sacramento, CA, 95843",38.716337,-121.378772
"464",31421294,"2/5/2016 4:40:33 PM","","Open","Open311","Remote Device","Code violation","Zoning violations - 107598","5710 ANGELINA AVE, Sacramento, CA",95608,"5710 ANGELINA AVE, Sacramento, CA, 95608",38.622552,-121.331387
"465",31421322,"2/5/2016 5:05:45 PM","","Open","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8192 SATIN SPAR WAY, Sacramento, CA",95829,"8192 SATIN SPAR WAY, Sacramento, CA, 95829",38.460055,-121.320035
"466",31421326,"2/5/2016 5:27:51 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","2852 PASEO RIO WAY, Sacramento, CA",95827,"2852 PASEO RIO WAY, Sacramento, CA, 95827",38.532165,-121.517963
"467",31421425,"2/6/2016 11:51:25 AM","","Open","Open311","Remote Device","Other","Other - 107701","4808 MARY KATE DR, Sacramento, CA",95841,"4808 MARY KATE DR, Sacramento, CA, 95841",38.666603,-121.352697
"468",31421428,"2/6/2016 12:14:17 PM","","Open","311 Service Request","Code - Housing","Sub-Standard Housing Complaints","Sub-Standard Housing Complaints","3217 WALNUT AVE,Unit 9, Sacramento, CA",95608,"3217 WALNUT AVE,Unit 9, Sacramento, CA, 95608",38.623858,-121.345996
"469",31421454,"2/6/2016 2:29:19 PM","","Open","311 Service Request","Code - Zoning","Business Area Not Zoned","Business Area Not Zoned","2755 LERWICK RD, Sacramento, CA",95821,"2755 LERWICK RD, Sacramento, CA, 95821",38.62912,-121.398395
"470",31421489,"2/6/2016 5:09:14 PM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","6841 MARABOU CT, Sacramento, CA",95842,"6841 MARABOU CT, Sacramento, CA, 95842",38.691155,-121.35099
"471",31421518,"2/6/2016 10:50:43 PM","","Open","Open311","Remote Device","Other","Other - 107766","8719 MOHAWK WAY, Sacramento, CA",95628,"8719 MOHAWK WAY, Sacramento, CA, 95628",38.664809,-121.234056
"472",31421543,"2/7/2016 7:11:27 AM","","Open","Open311","Remote Device","Street lighting","Street lighting - 107787","9529 ASIMOV WAY, Sacramento, CA",95829,"9529 ASIMOV WAY, Sacramento, CA, 95829",38.464049,-121.342825
"473",31421626,"2/7/2016 2:06:13 PM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","2530 ARDEN WAY, Sacramento, CA",95825,"2530 ARDEN WAY, Sacramento, CA, 95825",38.595922,-121.402858
"475",31421655,"2/7/2016 5:00:45 PM","","Open","Open311","Remote Device","Code violation","Zoning violations - 107873","5745 39TH ST, Sacramento, CA",95824,"5745 39TH ST, Sacramento, CA, 95824",38.522654,-121.462653
"476",31421671,"2/7/2016 7:20:36 PM","","Open","Open311","Remote Device","Street lighting","Street lighting - 107884","4364 GORHAM WAY, Sacramento, CA",95655,"4364 GORHAM WAY, Sacramento, CA, 95655",38.544125,-121.270102
"478",31421793,"2/8/2016 8:48:23 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","4701 XAVIER CT, Sacramento, CA",95841,"4701 XAVIER CT, Sacramento, CA, 95841",38.651362,-121.354892
"479",31421795,"2/8/2016 8:49:03 AM","","Open","311 Service Request","Code - Housing","Emergency Housing Conditions","Emergency Housing Condition","2043 WYDA WAY,Unit 17, Sacramento, CA",95825,"2043 WYDA WAY,Unit 17, Sacramento, CA, 95825",38.600047,-121.419071
"480",31421864,"2/8/2016 9:40:20 AM","","Open","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","9092 SALMON FALLS DR, Sacramento, CA",95826,"9092 SALMON FALLS DR, Sacramento, CA, 95826",38.56069,-121.366918
"481",31421895,"2/8/2016 10:00:43 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","5029 MCCLOUD DR, Sacramento, CA",95842,"5029 MCCLOUD DR, Sacramento, CA, 95842",38.680551,-121.348126
"482",31421905,"2/8/2016 10:07:14 AM","","Open","311 Service Request","Environmental - Compliance","Hazardous Substances","Hazardous Substance","2690 SHERMAN ISLAND EAST LEVEE RD, Sacramento, CA",94571,"2690 SHERMAN ISLAND EAST LEVEE RD, Sacramento, CA, 94571",38.159042,-121.693175
"483",31421923,"2/8/2016 10:15:14 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","4431 ORINDA WAY, Sacramento, CA",95820,"4431 ORINDA WAY, Sacramento, CA, 95820",38.537617,-121.455
