"CASE_NBR","CREATED","CLOSED","STATUS","SUBJECT","REASON","TYPE","DESCRIPTION","LOCATION","ZIPCODE"
"31407182","1/17/2016 8:24:58 PM","2/22/2016 2:30:36 PM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","INTERSECTION of SUNRISE BLVD and SUNSET AVE, 95628","95628"
"31407183","1/17/2016 8:32:50 PM","1/18/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","3808 BAIRNSDALE WAY, 95826","95826"
"31407186","1/17/2016 8:53:02 PM","1/22/2016 2:49:19 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","8660 ARDITH DR, 95828","95828"
"31407190","1/17/2016 9:00:41 PM","1/18/2016 8:25:05 AM","Closed","Open311","Remote Device","Other","Other - 104229","2229 MARYAL DR, 95864","95864"
"31407191","1/17/2016 9:10:37 PM","1/18/2016 8:20:32 AM","Closed","Open311","Remote Device","Other","Other - 104230","11001 ESSEY CIR, 95655","95655"
"31407192","1/17/2016 9:20:42 PM","1/17/2016 10:30:14 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of FLORIN RD and BRADSHAW RD, 95829","95829"
"31407199","1/17/2016 10:39:17 PM","1/19/2016 11:37:25 AM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","INTERSECTION of SCOTTY WAY and SAGAR AVE, 95821","95821"
"31407200","1/17/2016 10:45:01 PM","1/17/2016 11:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of ANTELOPE NORTH RD and RIDGEPOINT DR, 95843","95843"
"31407202","1/17/2016 11:00:55 PM","2/22/2016 2:31:05 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of HOWE AVE and WYDA WAY, 95825","95825"
"31407203","1/17/2016 11:08:16 PM","1/18/2016 11:30:13 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of FLORIN RD and PRITCHARD RD, 95828","95828"
"31407207","1/18/2016 12:36:57 AM","1/18/2016 10:28:41 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","1181 FULTON AVE,Unit 13, 95825","95825"
"31407208","1/18/2016 12:38:59 AM","1/18/2016 10:30:05 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","1181 FULTON AVE,Unit 13, 95825","95825"
"31407212","1/18/2016 2:59:39 AM","1/19/2016 11:43:03 AM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","INTERSECTION of SPENGLER DR and CLIFFCREST DR, 95828","95828"
"31407213","1/18/2016 3:32:15 AM","1/22/2016 2:23:22 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of DILLARD RD WB HWY 99 NB ON and HWY 99 RAMP, 95693","95693"
"31407214","1/18/2016 3:38:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9013 SUTTERS GOLD DR, 95826","95826"
"31407215","1/18/2016 4:03:00 AM","1/18/2016 11:02:41 AM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","8900 NEW DAWN DR, 95826","95826"
"31407216","1/18/2016 5:01:52 AM","","Open","311 Service Request","Code - Zoning","Private Property - Vehicles","Private Property - Vehicle","9221 CALDERA WAY, 95826","95826"
"31407217","1/18/2016 5:13:45 AM","2/22/2016 2:31:26 PM","Closed","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","INTERSECTION of WINDING WAY and BANNISTER RD, 95628","95628"
"31407218","1/18/2016 5:15:18 AM","2/22/2016 2:31:41 PM","Closed","311 Service Request","Transportation","Graffiti Private Property","Graffiti Private Property","6201 WINDING WAY, 95608","95608"
"31407219","1/18/2016 6:28:17 AM","2/22/2016 2:32:10 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of NORTHGATE BLVD NB I 80 WB ON and NORTHGATE BLVD, 95834","95834"
"31407220","1/18/2016 6:31:05 AM","1/19/2016 9:25:24 AM","Closed","311 Service Request","Water Resources","Incoming Email","","INTERSECTION of SCOTT RD and BOYS RANCH RD, 95630","95630"
"31407222","1/18/2016 6:34:38 AM","2/22/2016 2:32:49 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of N MARKET BLVD and N MARKET BLVD, 95834","95834"
"31407224","1/18/2016 6:40:58 AM","1/19/2016 12:22:33 PM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","INTERSECTION of CHEROKEE LN and QUIGGLE RD, 95632","95632"
"31407227","1/18/2016 7:00:47 AM","1/19/2016 11:30:01 AM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","3017 EL PRADO WAY, 95825","95825"
"31407229","1/18/2016 7:03:11 AM","1/21/2016 8:58:23 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of SCOTT RD and BOYS RANCH RD, 95630","95630"
"31407230","1/18/2016 7:07:48 AM","1/21/2016 8:59:25 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of SCOTT RD and LATROBE RD, 95683","95683"
"31407231","1/18/2016 7:15:51 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","3904 RUNNING BEAR WAY, 95843","95843"
"31407232","1/18/2016 7:23:19 AM","2/3/2016 10:20:58 AM","Closed","311 Service Request","Environmental - Health","Food Facility Complaints","Food Facility Complaints","2003 KEITH WAY, 95825","95825"
"31407234","1/18/2016 7:28:15 AM","1/21/2016 8:59:44 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of COLONY RD and VALENSIN RD, 95632","95632"
"31407235","1/18/2016 7:29:30 AM","2/22/2016 2:33:21 PM","Closed","311 Service Request","Transportation","Ditches/Culverts","Ditches/Culverts","6315 W 6TH ST, 95673","95673"
"31407239","1/18/2016 7:48:02 AM","1/18/2016 7:57:53 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3922 N COUNTRY DR, 95843","95843"
"31407240","1/18/2016 7:50:22 AM","1/19/2016 9:05:27 AM","Closed","311 Service Request","Water Resources","Incoming Email","","INTERSECTION of FAIR OAKS BLVD and HOWE AVE,SACRAMENTO,CA 95825","95825"
"31407246","1/18/2016 8:03:27 AM","1/19/2016 11:33:42 AM","Closed","311 Service Request","Water Resources","Incoming Email","","9169 ROSEWOOD DR, 95826","95826"
"31407250","1/18/2016 8:10:13 AM","1/18/2016 11:30:04 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4904 TACOMIC DR, 95842","95842"
"31407252","1/18/2016 8:13:52 AM","2/22/2016 2:34:09 PM","Closed","311 Service Request","Transportation","Pavement","Pavement","344 W E ST, 95673","95673"
"31407255","1/18/2016 8:18:56 AM","1/18/2016 8:27:54 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8825 LITTLE JOHN CT, 95828","95828"
"31407256","1/18/2016 8:20:47 AM","1/19/2016 12:00:52 PM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","11001 ESSEY CIR, 95655","95655"
"31407261","1/18/2016 8:25:27 AM","1/19/2016 11:57:15 AM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","2229 MARYAL DR, 95864","95864"
"31407265","1/18/2016 8:35:00 AM","","Open","311 Service Request","Code - Zoning","Private Property - Animals","Private Property - Animal","7444 TIERRA WAY, 95628","95628"
"31407268","1/18/2016 8:43:00 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","6916 ELLSWORTH CIR, 95628","95628"
"31407275","1/18/2016 8:53:31 AM","1/21/2016 7:30:16 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5501 MENDOCINO BLVD, 95820","95820"
"31407277","1/18/2016 8:55:36 AM","1/19/2016 11:04:04 AM","Closed","311 Service Request","Water Resources","Incoming Email","","10699 ALTA MESA RD, 95693","95693"
"31407278","1/18/2016 8:55:46 AM","1/18/2016 8:57:58 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6200 GLADEMONT CT, 95608","95608"
"31407283","1/18/2016 9:03:07 AM","1/18/2016 9:08:00 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","5952 SHIRLEY AVE,Unit B, 95608","95608"
"31407286","1/18/2016 9:03:53 AM","1/19/2016 1:50:50 PM","Closed","311 Service Request","Water Resources","Incoming Email","","5200 37TH AVE, 95824","95824"
"31407296","1/18/2016 9:11:21 AM","1/18/2016 9:18:03 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3217 SUNVIEW AVE, 95825","95825"
"31407299","1/18/2016 9:14:32 AM","1/18/2016 9:17:57 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","1333 EASTERN AVE, 95864","95864"
"31407302","1/18/2016 9:18:32 AM","1/18/2016 9:27:58 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","6420 WHEATON CT, 95608","95608"
"31407304","1/18/2016 9:20:42 AM","1/18/2016 9:28:05 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3101 MARLYNN ST, 95608","95608"
"31407305","1/18/2016 9:20:48 AM","2/8/2016 10:51:30 AM","Closed","311 Service Request","Transportation","Tree Complaints","Tree Complaints","591 CROCKER RD, 95864","95864"
"31407307","1/18/2016 9:22:51 AM","1/18/2016 9:28:11 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2905 GARFIELD AVE, 95608","95608"
"31407309","1/18/2016 9:25:05 AM","2/22/2016 2:34:33 PM","Closed","311 Service Request","Transportation","Street Light Complaints","Street Light Complaints","5025 TACOMIC DR, 95842","95842"
"31407310","1/18/2016 9:27:37 AM","2/22/2016 2:35:09 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","591 CROCKER RD, 95864","95864"
"31407313","1/18/2016 9:30:44 AM","1/20/2016 5:46:09 AM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 104260","9116 GIANT PANDA DR, 95829","95829"
"31407316","1/18/2016 9:38:39 AM","1/18/2016 9:48:02 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","237 TEJON AVE, 95673","95673"
"31407319","1/18/2016 9:47:03 AM","1/18/2016 9:48:06 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","2690 CREEKSIDE LN, 95821","95821"
"31407322","1/18/2016 9:48:46 AM","1/21/2016 7:16:46 AM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","2401 ARDEN WAY, 95825","95825"
"31407324","1/18/2016 9:51:16 AM","2/22/2016 2:35:44 PM","Closed","Open311","Remote Device","Pothole","Pothole - 104266","3701 THORNWOOD DR, 95821","95821"
"31407332","1/18/2016 9:57:52 AM","2/22/2016 2:36:02 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","2740 CREEKSIDE LN, 95821","95821"
"31407335","1/18/2016 9:58:58 AM","2/8/2016 10:52:01 AM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","INTERSECTION of YORKTOWN AVE and EL CAMINO AVE, 95821","95821"
"31407337","1/18/2016 10:01:23 AM","","Open","311 Service Request","Code - Zoning","Zoning - Private Property Complaints","Private Property Complaints","3204 Q ST, 95660","95660"
"31407339","1/18/2016 10:02:35 AM","1/19/2016 12:04:56 PM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","3600 CODY WAY, 95864","95864"
"31407340","1/18/2016 10:04:35 AM","1/21/2016 9:10:28 AM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of HOLLINGSWORTH WAY and TALMAGE CT, 95827","95827"
"31407341","1/18/2016 10:05:19 AM","1/19/2016 11:30:14 AM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","9021 CHANTAL WAY, 95829","95829"
"31407348","1/18/2016 10:12:02 AM","","Open","311 Service Request","Code - Zoning","Transient Complaints","Transient Complaints","7820 FAIR OAKS BLVD, 95608","95608"
"31407353","1/18/2016 10:15:23 AM","2/22/2016 2:36:33 PM","Closed","311 Service Request","Transportation","Traffic Signal Complaints","Traffic Signal Complaints","INTERSECTION of WATT AVE and WINONA WAY, 95660","95660"
"31407354","1/18/2016 10:15:50 AM","2/17/2016 2:43:02 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","INTERSECTION of YORKTOWN AVE and EL CAMINO AVE, 95821","95821"
"31407357","1/18/2016 10:24:28 AM","1/18/2016 5:30:10 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7624 VICTORY AVE, 95828","95828"
"31407376","1/18/2016 10:45:11 AM","1/18/2016 5:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","7249 POWER INN RD, 95828","95828"
"31407380","1/18/2016 10:48:19 AM","1/20/2016 7:30:06 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4830 42ND ST, 95820","95820"
"31407385","1/18/2016 10:50:29 AM","1/18/2016 11:30:15 AM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of POPLAR BLVD and MCCLELLAN DR, 95660","95660"
"31407386","1/18/2016 10:50:55 AM","1/20/2016 2:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","7481 PERSIMMON AVE, 95823","95823"
"31407395","1/18/2016 10:57:15 AM","1/18/2016 2:30:08 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","5820 MAYHEW RD, 95827","95827"
"31407397","1/18/2016 11:00:04 AM","1/25/2016 4:58:54 PM","Closed","311 Service Request","Code - Abandon Vehicles","Abandoned Vehicles","Abandoned Vehicle","2613 PERCH CT, 95826","95826"
"31407402","1/18/2016 11:06:33 AM","1/18/2016 3:30:06 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of BRADSHAW RD and GOETHE RD, 95827","95827"
"31407403","1/18/2016 11:07:12 AM","2/17/2016 2:43:47 PM","Closed","311 Service Request","Transportation","On-Call - DOT","On-Call - DOT","8900 NEW DAWN DR, 95826","95826"
"31407411","1/18/2016 11:14:53 AM","1/26/2016 1:30:02 PM","Closed","311 Service Request","Animal Care","Animal Investigations","Animal Investigation","4141 PALM AVE,Unit 10, 95842","95842"
"31407415","1/18/2016 11:21:49 AM","1/18/2016 3:30:14 PM","Closed","311 Service Request","Animal Care","Dead Animals","Dead Animals","INTERSECTION of N LOOP BLVD and PALMERSON DR, 95843","95843"
"31407416","1/18/2016 11:22:53 AM","1/19/2016 11:47:04 AM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","5129 ILLINOIS AVE, 95628","95628"
"31407426","1/18/2016 11:39:46 AM","1/18/2016 11:48:18 AM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","3129 JOELLEN CT, 95608","95608"
"31407429","1/18/2016 11:43:46 AM","1/19/2016 12:24:44 PM","Closed","311 Service Request","Water Resources","Stormwater Incoming Email","Stormwater Incoming Email","4510 CASA CT, 95628","95628"
"31407439","1/18/2016 11:57:53 AM","1/18/2016 5:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","108 4TH ST,ISLETON,CA 95641","95641"
"31407449","1/18/2016 12:03:32 PM","1/19/2016 9:49:46 AM","Closed","311 Service Request","Water Resources","Incoming Email","","9700 GOETHE RD, 95827","95827"
"31407450","1/18/2016 12:04:56 PM","1/18/2016 3:30:12 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","INTERSECTION of DELMA WAY and ETHAN WAY, 95825","95825"
"31407452","1/18/2016 12:05:18 PM","2/17/2016 2:44:09 PM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of W ELKHORN BLVD and METRO AIR PKWY, 95835","95835"
"31407453","1/18/2016 12:14:37 PM","1/18/2016 3:30:09 PM","Closed","311 Service Request","Animal Care","Animal Care - Assist","Animal Care - Assist","INTERSECTION of VINTAGE PARK DR and BRITTANY PARK DR, 95828","95828"
"31407461","1/18/2016 12:24:22 PM","1/18/2016 12:28:18 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","4092 ANDEDON CIR, 95826","95826"
"31407463","1/18/2016 12:25:37 PM","1/18/2016 4:30:16 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","9197 FLORIN RD, 95829","95829"
"31407469","1/18/2016 12:30:42 PM","1/22/2016 11:41:28 AM","Closed","Open311","Remote Device","Code violation","Zoning violations - 104286","3910 RIVA RIDGE DR, 95628","95628"
"31407470","1/18/2016 12:33:14 PM","1/18/2016 3:30:02 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","8327 FOYNES WAY, 95828","95828"
"31407474","1/18/2016 12:40:36 PM","1/26/2016 12:20:04 AM","Closed","Open311","Remote Device","Abandoned vehicle","Abandoned Vehicle - 104293","4911 RUNWAY DR, 95628","95628"
"31407491","1/18/2016 1:09:38 PM","2/17/2016 2:44:34 PM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","313 SAVOY AVE, 95673","95673"
"31407492","1/18/2016 1:10:34 PM","","Open","Open311","Remote Device","Tree","Tree - 104308","3201 MOUNTAIN VIEW AVE, 95821","95821"
"31407493","1/18/2016 1:10:34 PM","2/17/2016 2:45:06 PM","Closed","Open311","Remote Device","Graffiti","Graffiti - 104306","3104 BOULDER CREEK WAY, 95843","95843"
"31407494","1/18/2016 1:11:49 PM","1/21/2016 1:50:47 PM","Closed","311 Service Request","Transportation","Traffic Sign Complaints","Traffic Sign Complaints","INTERSECTION of METRO AIR PKWY and W ELKHORN BLVD, 95835","95835"
"31407497","1/18/2016 1:17:09 PM","1/18/2016 1:18:21 PM","Closed","311 Service Request","Waste Management","Missed Service","Missed Service","8506 GERMAN DR, 95828","95828"
"31407500","1/18/2016 1:19:54 PM","2/17/2016 2:47:56 PM","Closed","311 Service Request","Transportation","Pothole Sidewalk Complaints","Pothole Sidewalk Complaints","4173 BIRDWELL WAY, 95660","95660"
"31407502","1/18/2016 1:20:35 PM","1/21/2016 7:15:34 AM","Closed","Open311","Remote Device","Illegal dumping","Illegal dumping - 104311","3101 POPE AVE, 95821","95821"
"31407512","1/18/2016 1:30:18 PM","1/21/2016 2:14:35 PM","Closed","311 Service Request","Waste Management","Illegal Dumping","Illegal Dumping","INTERSECTION of 16TH ST and KASSER RD, 95626","95626"
"31407517","1/18/2016 1:39:45 PM","1/18/2016 3:59:48 PM","Closed","311 Service Request","Animal Care","Stray Animals","Stray Animal","4542 ROSECLIFF CIR, 95655","95655"
